Report ID	Author	Publication Date	Title	Abstract	Publication	Keywords (from Bibliographic databases - unsorted)	Study	Study Context Comments	Country	"LatDD,LonDD"	Production System/Sector	Commodity	Certification Standard	Population	Sampling Unit	Position in Supply Chain	Research Method	Expand on Mixed Methods and Other	Study Design	Sample Size: Certified	Sample size: Non-certified	Treatment Arms	Statistical Power	Social	Economic	Environmental	Education	Poverty	Health and Safety	Nutrition	Gender	Wellbeing	Community Benefits and Development	Knowledge Exchange	Transparency	Management systems	Price Premium	Profitability 	Costs	Market Advantage	Yield	Good Production Practices (including good forest management)	Financial Security	Deforestation	Conservation and Biodiversity	Pollution	Soil Management	Water Management	Input Use	Post-harvest Practices	Notes Aqua	Notes
1324	"Gundogmus, E."	2007	Organic dried fig production: A comparative analysis of organic and conventional smallholdings in turkey	"The aim of this study was to compare productivity, profitability, producer-defined constraints, and goals and research priorities between ten individually paired organic and conventional fig farms in Turkey. Ten farm pairs, each of which consists of one organic and one conventional farm with less than 10 ha of fig plantation, were selected from five Fig Sales Cooperative (Taris-Incirbirlik) regions of Aydin Province with varying agro-ecological conditions. Although six of the organic farms matched or exceeded the production of their conventional counterparts, the three-year mean yield of the organic farms as a group was 5% lower than that of the conventional farms. However, excluding organic certification costs, mean variable costs and net income were similar for both groups, mainly because organic price premiums received by the farmers compensated for lower yields. If current organic certification costs paid by firms are included to farm budgets, the price premiums paid to organic producers would have to increase to 22% in order to equal the net incomes from conventional dried fig. Conventional farmers identified low and unstable prices as the main constraints for sustained production and stated further intensification of production as their main goal. Organic farmers focused on farm diversification and agronomic practices that permit organic farm management."	Biological Agriculture & Horticulture 24  379-396 		N/A	N/A	Turkey	"37.811700, 28.486400"	Fruit	Fig	Organic	Co-operatives; Smallholders	Smallholders	Producer	Mixed methods	"Interviews (Freeform), sales records"	Matched	N/A	N/A	Control / Organic	T-test	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
1346	"Camino, R. de; Alfaro, M., To"	1998	Certification in Latin America: Experience To Date	"Based on a study of certified forest management units in Central America, and a detailed case study from Brazil, this paper presents some of the positive and negative aspects of certification as experienced by the various actors involved. There is growing interest in certification across Central America and initiatives to define nationally-appropriate criteria and indicators are being established in many countries. It is clear that it is generally the most innovative forest owners who have become certified. For most, sustainability was already a key objective for their forest management so that the additional cost involved in becoming certified was marginal. The process of certification promoted by the Forest Stewardship Council is generally seen as a useful one, resulting in improvements to technical forest management, better relations with workers and with local authorities, and access to new markets. Nevertheless, the process is also criticised for being too dominated by Northern certification bodies with the quality of certification teams being variable from one place to another. The increasing competition between certification bodies raises questions about the potential conflict between running a business and maintaining consistent standards of certification. Other issues raised concern the perceived dominance of a Northern conservationist paradigm (both amongst NGOs and donors) which is seen to put environmental interests above business reality, is reluctant to assist private forest companies in becoming certified, and would prefer no operations in primary forest to be certified."	"RDFN Network Paper 23c, Rural Development Forestry Network,ODI      "		"Camino and Alfaro, 1998"	N/A	Brazil	"-15.7942,-47.8822"	Forest Resource	Forestry	Forest Stewardship Council (FSC)	Forest management Units	FMU's	Producer	Interviews 	N/A	Pre-post 	90	N/A	FSC	N/A	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	Data Reported 	N/A	Data Reported	N/A	None
1364	"Smith Dumont, E.; Gnahoua, G. M.; Ohouo, L.; Sinclair, F. L.; Vaast, P."	2014	Farmers in Câ„¢te dÃ•Ivoire value integrating tree diversity in cocoa for the provision of ecosystem services	"Câ„¢te dÃ•Ivoire produces 40Ã_% of the world supply of cocoa but much of the plantation area is aging and declining in productivity, while opportunities for land expansion into new forest land are quickly disappearing. Rejuvenation strategies for cocoa presently coalesce either around improved varieties and greater use of agro-chemical inputs in full sun systems or eco-certification that requires trees to be integrated with cocoa. Here, we explore the possibility of uniting these approaches through building on current farmer practice of incorporating trees in their cocoa fields to improve cocoa productivity and diversify their livelihoods. We interviewed 355 farmers about trees integrated in their cocoa fields across four locations in the South-West of Câ„¢te dÃ•Ivoire in 2012, stratified by whether or not farmers were eco-certified. Despite the massive deforestation, a rich diversity of trees was found in cocoa fields and an overwhelming majority of farmers (95Ã_%) wanted more trees and/or more tree species, regardless of their certification status or ethnic origin. There was a consensus that most trees were compatible with cocoa, but farmers also traded off negative impacts of some species against their productive contribution to their livelihood. Farmers valued tree diversity on their cocoa plots and provided detailed information on how 32 tree species interacted with cocoa in terms of soil moisture retention, soil fertility improvement and pest and disease interactions but also had key gaps in knowledge about alternative hosts of mirids and mistletoe. The majority of farmers were not aware of the certification requirements for tree species and shade cover but a much higher proportion of certified farmers (76Ã_%) had received information about shade trees than non-certified farmersÃ_(15Ã_%), although advice only related to eight tree species. Scope for building on local knowledge and practice to sustainably increase cocoa productivity through promoting tree diversity while enhancing other ecosystem service provision was identified and the next steps required to realize this set out. Â© 2014, The Author(s)."	Agroforestry Systems 88  1047-1066 DOI:10.1007/s10457-014-9679-4	Agroforestry Eco-certification Local knowledge Sha	"Dumont, 2014"	N/A	Cote d'Ivoire	"5.356800, -6.749400"	Cocoa	Cocoa	Rainforest Alliance; UTZ Certification	Farmers	Farmers	Producer	Household surveys	Structured and open ended questions and household data	Matched	189	166	Control / RA / UTZ	p values (test unknown); mean and SD	Data Reported	No Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Biodiversity measured in trees.
1617	"Le Mare, A."	2012	Creating and maintaining fair trade: Meanings and practices of four southern fair trade enterprises	"Purpose - The purpose of this paper is to explore the meanings and business practices of four Southern Fair Trade enterprises (SFTEs). Design/methodology/approach - The paper is based on research with four SFTEs in Bangladesh, taking an ethnographic approach with qualitative methodologies such as semi-structured interviews, recorded meetings, informal discussions, analysis of grey literature, and observation with managers, staff, field workers and artisans of the organisations. Findings - The meanings of Fair Trade are located in personal, family, business and national understandings of fairness and development. Such meanings inform the business practices of the SFTEs, used to achieve both commercial success and social goals, confirming the role of SFTEs in creating and maintaining ideals of fairer trade. Research limitations/implications - There is a need for more research on Fair Trade from the perspective of SFTEs. Practical implications - The research draws attention to the key roles and business practices of the SFTE, increasing the understanding of what happens in the name of Fair Trade, and also provides lessons for other socially responsible enterprises. Social implications - The research highlights the importance of Southern meanings and practices, which should be included in the conceptualisation of Fair Trade, thus facilitating both informed debate and understanding the possibilities for the promotion and extension of fairer trade. Originality/value - This research is unusual in concentrating on the central role played by the SFTE, particularly in the handicraft sector and with businesses rather than cooperatives. The business practices and decisions of SFTEs are often hidden in representations of Fair Trade."	Critical Perspectives on International Business 8  309-328 		"Le Mare, 2012"	N/A	Bangladesh	"23.8103, 90.4125"	Other	Handicrafts	Fair Trade; Rainforest Alliance	Companies	N/A	Processor	Mixed methods	"Semi structured interviews, recorded meetings, informal discussions, analysis of literature, observations"	Pre-post	4	N/A	Control / FT	N/A	Data Reported	Data Reported	No Data Reported	Data Reported	Data Reported	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Increased cultural sensitivity was also noted as a benefit of FT.
1645	"Gitter, Seth R.; Weber, Jeremy G.; Barham, Bradford L.; Callenes, Mercedez; Valentine, Jessa Lewis"	2012	"Fair Trade-Organic Coffee Cooperatives, Migration, and Secondary Schooling in Southern Mexico"	"We explore three trends in rural southern Mexico (Fair Trade coffee, migration, and conditional cash transfers) that could explain the rapid rise in education from 1995-2005 using survey data from 845 coffee farming households in Oaxaca and Chiapas, Mexico. Results from a household fixed-effects model show that household participation in a Fair Trade-organic cooperative contributed to about a 0.7 year increase in schooling for girls. US migration opportunities appear to have even stronger positive impacts on schooling for females. Although participation in Fair Trade-organic cooperatives appears also to have increased male schooling, increased migration opportunities have had an indeterminate effect for males."	Journal of Development Studies 48  445-463 		"Gitter, S.R et al., 2012"	N/A	Mexico 	"17.0594, 96.7216;16.7569, 93.1292"	Coffee	Coffee	Fair Trade ; Rainforest Alliance; Organic	Smallholders	Households	Producer	Household surveys	N/A	Pre-post 	845	N/A	Control / FT / Organic	 F-test	Data Reported	Data Reported	No Data Reported	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Available data show changes after certification though they are mainly socio-economic only
1679	"Ackerknecht, C.; Bassaber, C.; Reyes, M.; Miranda, H."	2005	Environmental certification systems and impacts of their implementation on occupational health and safety in Chilean forest companies	"Environmental management systems developed by Chilean forest companies in fast-grown plantations and implemented for ISO 14001:1996 certification, best forest management practices certified by the Forest Stewardship Council, and occupational health and safety (OHSAS 18001:1999), have been analysed to evaluate their effects on profitability due to the decrease in work accidents. The study was a st atistical analysis of data on accident rate, risk rate, and average time lost per accident for up to 25 companies over 7 years. A second phase of the study was extended to 10 years with the same companies and dependent variables. Analysis of variance was used to compare the incidence of occupational accidents before and after the environmental systems, best forest management practices, or occupational health and safety were implemented. Results varied between companies, a ccording to the specific dependent variables analysed. Nevertheless, after the environmental systems or best forest management practices were implemented most companies showed there were improvements in accident rate, risk rate, and average time lost per accident. For most companies implementation of ISO 14001 and Forest Stewardship Council requirements helped to increase competitiveness by improving safety indicators in a statistically significant way."	New Zealand Journal of Forestry Science 35  153-165 	Accident rate Average time lost per accident Certi; 	"Ackerknecht, C."	N/A	Chile	"-35.675100, -71.543000"	Timber	Timber	Forest Stewardship Council (FSC); ISO 14001	Companies	Companies; logging contractors	Producer	Other	Chilean Safety Association data	Matched	N/A	N/A	Control / FSC / ISO 14001	Kruskall-Wallis one way ANOVA; one way ANOVA; Duncan Test	Data Reported	Data Reported	No Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Sample size is given as 25 companies but the division of control to certified is not explicitly stated. 
1798	"Latynskiy, E.; Berger, T."	2017	Assessing the Income Effects of Group Certification for Smallholder Coffee Farmers: Agent-based Simulation in Uganda	"Voluntary sustainability standards, aimed at improving the environmental, social and economic aspects of agricultural production and trade, are becoming increasingly common. The coffee sector is a prime example, where sustainability certification could improve livelihoods for poor smallholders. However, as individual production volumes are low, smallholder farmers need to cooperate in certification as a group, which makes impact assessment more complicated. Previous empirical studies, reporting premia of up to 30%, have neglected the costs associated with group certification. We explore the issue using an agent-based simulation of coffee producer organisations in Uganda, including the certification-related costs for farmers. Our results suggest that certification can have a small positive impact on participating households. But the added value of certification is substantially lower than the price premium, because of certification costs. Increasing both the membership of the producer groups and their deliveries of certified coffee are necessary to improve the rewards of certification. Â© 2017 The Authors Journal of Agricultural Economics published by John Wiley & Sons Ltd on behalf of Agricultural Economics Society."	Journal of Agricultural Economics 68  727-748 DOI:10.1111/1477-9552.12212	Collective action commercialisation market access	"Latynskiy and Berger, 2017"	N/A	Uganda	"0.3267, 31.7537"	Coffee	Coffee	UTZ Certification	Smallhodlers	Farmers	Producer 	Mixed methods	"Focus group interviews, baseline research project"	Pre-post	71	N/A	Control / UTZ	Sensitivity Analysis	Data Reported	Data Reported	No Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
1837	"Dorr, Andrea Cristina; Grote, Ulrike"	2009	The role of certification in the Brazilian fruit sector	"Certification systems play an important role in any market that is burdened with a high degree of information asymmetry and quality uncertainty. Thus, producers and exporters of fresh fruit in developing countries like Brazil are increasingly required to demonstrate the safety and traceability of their produce up to the consumption stage. This paper aims at presenting a comparative analysis of the different certification schemes applied to fruit production in Brazil. A survey of 303 grape and mango farmers was conducted in 2006 in the Juazeiro and Petrolina regions of the Sâ€_o Francisco Valley. The results of the certification schemes adopted by grape farmers show that GlobalGAP certified ones have higher productivity. The income of farmers with one certificate is higher than that of those with two certificates. The comparative analysis of small and medium farms concludes that there is no evidence of the marginalization of small farmers. apresentam um alto nâ€™vel da assimetria de informaÃ§â€_o e incerteza na qualidade. Por isso, produtores e exportadores de frutas frescas de paâ€™ses em desenvolvimento como o Brasil sâ€_o constantemente requisitados a demonstrar seguranÃ§a e rastreabilidade da produÃ§â€_o at_ o estâ€¡gio final de consumo. Este artigo tem como objetivo apresentar uma anâ€¡lise comparativa dos diferentes sistemas de certificaÃ§â€_o existentes na fruticultura no Brasil. A coleta de dados primâ€¡rios com 303 produtores de uva e manga foi conduzida em 2006 na regiâ€_o de Juazeiro e Petrolina no Vale do Sâ€_o Francisco. Os resultados mostram que produtores de uva que sâ€_o certificados com GlobalGAP tÃªm maior produtividade. A renda dos produtores com um certificado _ maior que a dos que possuem dois certificados. A â€¡nalise comparativa das pequenas e m_dias propriedades conclui que nâ€_o hâ€¡ evidÃªncia de marginalizaÃ§â€_o de pequenos produtores."	Revista de Economia Contemporâ€°nea 13  539-571 		"Dorr, 2009"	N/A	Brazil	"-26.249100, -48.634600"	Fruit	Grape; Mango	GLOBALG.A.P	Farms	Farmers 	Producer	Household surveys	N/A	Matched	148	155	Control / GlobalGAP	Power analysis; Chi squared test	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
2131	"Takahashi, R.; Todo, Y."	2014	The impact of a shade coffee certification program on forest conservation using remote sensing and household data	"In recent years, shade coffee certification programs have attracted increasing attention from forest conservation and development organizations. The certification programs could be expected to promote forest conservation by providing a premium price to shade coffee producers. However, little is known about the significance of the conservation efforts generated by certification programs. In particular, the relationship between the impact of the certification and producer characteristics has yet to be examined. The purpose of this study, which was conducted in Ethiopia, was to examine the impact of a shade coffee certification program on forest conservation and its relationship with the socioeconomic characteristics of the producers. Remote sensing data of 2005 and 2010 was used to gauge the changes in forest area. Employing a probit model, we found that a forest coffee area being certified increased the probability of forest conservation by 19.3 percentage points relative to forest coffee areas lacking certification. We also found that although economically poor producers tended to engage in forest clearing, the forest coffee certification program had a significant impact on these producers. This result suggests that the certification program significantly affects the behaviors of economically poor producers and motivates these producers to conserve the forest. Â© 2013 Elsevier Inc."	Environmental Impact Assessment Review 44  76-81 DOI:10.1016/j.eiar.2013.10.002	Coffee certification Ethiopia Impact evaluation Re	"Takahashi & Todo, 2014"	N/A	Ethiopia	"7.55, 40.63"	Coffee	Coffee	Rainforest Alliance	Coffee associations	Forest plots	Producer	Mapping Data	N/A	Matched	1091	605	Control / RA	Probit model to estimate probability of forest conservation	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	None
2269	"Donovan, J.; Poole, N."	2014	Partnerships in Fairtrade coffee: a close-up look at how buyers and NGOs build supply capacity in Nicaragua	"This paper examines efforts by buyers and NGOs to build the supply of Fairtrade coffee from the Nicaragua-based cooperative Soppexcca following the coffee crisis. Support was aimed at transforming Soppexcca into a viable business, able to respond to the needs of its coffee-farming members. Results show that Soppexcca made significant gains, including expansion of infrastructure, growth in membership, and increased financial stability. However, important issues remained, related to democratic governance, future growth and stability, and the provision of services. Results suggest that advances in building cooperatives do not easily translate into increased capacities at the household level. While some important gains were detected, in general, producers struggled to intensify coffee production and take full advantage of their access to preferential markets. This paper makes a plea for deeper discussions about how buyers and NGOs can more effectively contribute to building the supply of high-quality Fairtrade coffee, and the need for increased coordination and mutual learning as part of the process."	Special Issue: The impact of fairtrade. 4  34-48 	case studies coffee cooperatives ethical marketing	Donovan & Poole 2014	N/A	Nicaragua	"12.1150, -86.2362"	Coffee	Coffee	Fair Trade; Rainforest Alliance; Organic	Co-operatives	Farmers 	Producer 	Mixed methods	"Interviews, Sales data"	Matched 	71	221	Control / FT / Organic	Descriptive statistics	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Unable to discern sample sizes for different outcomes.
2322	"Estevez, C. L.; Bhat, M. G.; Bray, D. B."	2017	"Commodity chains, institutions, and domestic policies of organic and fair trade coffee in Bolivia"	"Fair trade and organic coffee are alternative production and trade systems designed to promote the equitable and environmentally sustainable production of coffee. The purpose of this study is to analyze the functioning of different coffee supply chains in Bolivia and find policy changes necessary to sustain specialty coffee production in that country. Based on the primary and secondary data collected from various market functionaries, we find that the Bolivian coffee growers and other intermediaries have benefited financially from participating in fair trade and organic markets. However, the producers continue to face challenges, including increasing costs of production, stagnant premium, price floors, and declining yield. Institutional reforms within the supply chain and greater support from the government are necessary to ensure a better functioning Bolivian market. The government should also prioritize certified coffee as a part of its national food sovereignty agenda since Bolivians consume increasing amounts of high-quality coffees. Â© 2017 Taylor & Francis"	Agroecology and Sustainable Food Systems   299-327 DOI:10.1080/21683565.2017.1359737	Bolivia commodity chain fair trade coffee farmersÃ•	"Estevez, 2017"	N/A	Bolivia	"-16.489700, -68.119300"	Coffee	Coffee	Organic; Fair Trade; Rainforest Alliance	Co-operatives	Co-operatives	Producer	Mixed methods	"Household surveys, Interviews (Freeform)"	Matched	N/A	N/A	Control / Organic / FT	N/A	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Access Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Paper is related to the coffee supply chain as a whole but has some relevant information related to Producers which is reported here. 
2665	"Akoyi, K. T.; Maertens, M."	2017	Walk the Talk: Private Sustainability Standards in the Ugandan Coffee Sector	"We investigate the welfare and productivity implications of private sustainability standards in the coffee sector in Uganda. We use cross-sectional household survey data and an instrumental variable method with instruments that pass weak identification and over-identification restrictions. We find that triple Utz-Rainforest Alliance-4C certification increases income, and land and labour productivity, and reduces poverty. Double Fairtrade-Organic certification is found to be associated with higher producer prices but results in lower land and labour productivity, and thereby fails to increase producer income and contribute to poverty reduction. We conclude that private sustainability standards do not always live up the expectations they create towards consumers. Â© 2017 Informa UK Limited, trading as Taylor & Francis Group"	Journal of Development Studies   1-27 DOI:10.1080/00220388.2017.1327663		"Akoyi, 2017"	N/A	Uganda	"1.149300, 34.541800"	Coffee	Coffee	Fair Trade; Rainforest Alliance; Organic; UTZ Certification	Co-operatives; Smallholders	Smallholders; Farms	Producer	Mixed methods	"Household Surveys, Modelling"	Matched	300	300	Control / FT / Organic / UTZ	Regression models	Data Reported	No Data Reported	No Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Data Reported (UTZ), Data Reported (Org)"	N/A	N/A	"Data Reported (UTZ), Data Reported (Org)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
2883	"Johansson, J.; Lidestav, G."	2011	Can voluntary standards regulate forestry? - Assessing the environmental impacts of forest certification in Sweden	"This article addresses the issue of to what extent forest certification schemes contribute to the enhancement of environmental protection in Swedish forestry. Our assessment is built on the analysis of three different data sets, namely: 1) the Swedish National Forest Inventory (NFI), 2) the Swedish Database for Forest Owner Analysis, presenting data on small-scale forestry practices and certification, and 3) a follow-up mail survey addressed to private small-scale forest owners with certified forest properties. Our NFI analysis indicated some minor improvements in forest conditions, corresponding with the interim target for enhanced biological diversity (dead wood, broad-leaved trees and old forests). The improvements were less evident on large-scale forest properties (certified in accordance with the Forest Stewardship Council scheme) than on small-scale private forest properties (mainly certified in accordance with the Programme for the Endorsement of Forest Certification Schemes). This contradicts a common assumption that a much higher degree of certification with stricter environmental standards will give more evident positive impacts on environmental conditions. However, results from the follow-up survey showed that more harvesting activity had taken place on certified small-scale forest properties than on non-certified properties. This could mean more negative effects on biodiversity. We conclude by stressing the importance of improving quantitative methods for determining a cause-and-effect relationship between certification and nature protection; previous research tends to report rather far-reaching conclusions based on limited data sets. Â© 2010 Elsevier B.V."	Forest Policy and Economics 13  191-198 DOI:10.1016/j.forpol.2010.11.004	Environmental objectives Forest certification Fore	"Johansson, 2011"	N/A	Sweden	"60.128200, 18.643500"	Forest Resource	Timber; Nontimber forest products (NTFP)	Forest Stewardship Council (FSC); PEFC	Companies 	Logging companies; Private forest owners 	Producer	Mixed methods	Government/census data and mail survey	Pre-post	N/A	N/A	Control / FSC / PEFC	NFI analysis	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	"contains some pre-post comparison between non-certified and certified forests which is relevant and as such, reported here. "
